iter	Logloss
718	0.2038423318
719	0.203835875
720	0.2038305302
721	0.2038244371
722	0.2038196897
723	0.2038139641
724	0.2038096922
725	0.2038064019
726	0.2038006983
727	0.2037954471
728	0.2037911127
729	0.2037881466
730	0.2037846438
731	0.2037803156
732	0.2037759715
733	0.2037675918
734	0.2037606163
735	0.203753906
736	0.2037496401
737	0.2037453218
738	0.2037395932
739	0.2037333032
740	0.203727068
741	0.2037208083
742	0.2037163341
743	0.2037117604
744	0.2037073758
745	0.2037003631
746	0.2036954879
747	0.2036909357
748	0.2036855422
749	0.2036839144
750	0.2036818799
751	0.2036809223
752	0.2036750117
753	0.2036692525
754	0.2036652344
755	0.2036583653
756	0.2036550486
757	0.2036535215
758	0.2036490605
759	0.2036443929
760	0.203638049
761	0.2036342891
762	0.2036272288
763	0.2036188204
764	0.2036111482
765	0.2036066484
766	0.2036012838
767	0.2035962838
768	0.2035905564
769	0.2035825468
770	0.2035765974
771	0.2035756395
772	0.2035700212
773	0.2035635091
774	0.2035579983
775	0.2035571895
776	0.2035526132
777	0.2035517793
778	0.2035488837
779	0.203547968
780	0.2035430061
781	0.2035406266
782	0.2035336787
783	0.2035327662
784	0.2035291043
785	0.2035213278
786	0.2035137254
787	0.2035065949
788	0.2035000873
789	0.2034969408
790	0.2034916035
791	0.2034838035
792	0.2034799153
793	0.203478499
794	0.2034757994
795	0.2034722927
796	0.2034672948
797	0.2034611122
798	0.2034559812
799	0.2034505047
800	0.2034441599
801	0.2034383642
802	0.2034345179
803	0.2034303524
804	0.2034259784
805	0.2034212258
806	0.2034161908
807	0.2034088645
808	0.2034041925
809	0.2033970784
810	0.2033921089
811	0.203386018
812	0.2033813493
813	0.2033723761
814	0.2033667284
815	0.2033639133
816	0.2033580411
817	0.2033547644
818	0.2033482871
819	0.2033436855
820	0.2033398444
821	0.2033340818
822	0.2033306317
823	0.2033232602
824	0.2033174397
825	0.2033105169
826	0.2033054562
827	0.2033047398
828	0.2032982871
829	0.2032918696
830	0.2032854786
831	0.2032773621
832	0.2032725822
833	0.2032650022
834	0.2032568254
835	0.2032521959
836	0.2032449383
837	0.2032383431
838	0.2032349935
839	0.2032280968
840	0.2032264741
841	0.2032238836
842	0.2032200078
843	0.2032123185
844	0.2032060783
845	0.2032025035
846	0.2032018258
847	0.2031965472
848	0.203191667
849	0.2031855273
850	0.2031819847
851	0.2031757151
852	0.2031718805
853	0.2031700001
854	0.2031660234
855	0.2031606956
856	0.203158022
857	0.2031534413
858	0.2031474889
859	0.2031424734
860	0.20313801
861	0.2031340308
862	0.2031275244
863	0.2031211119
864	0.203116743
865	0.2031113789
866	0.2031065716
867	0.2031020222
868	0.203096726
869	0.2030886074
870	0.2030845844
871	0.2030741641
872	0.2030686264
873	0.2030682942
874	0.2030607383
875	0.2030567249
876	0.2030515897
877	0.2030465442
878	0.2030417193
879	0.2030382452
880	0.2030322544
881	0.2030260646
882	0.2030255701
883	0.2030206656
884	0.203020003
885	0.2030138857
886	0.2030071042
887	0.2030004328
888	0.2030001879
889	0.2029948937
890	0.2029903839
891	0.2029899024
892	0.2029842944
893	0.2029802032
894	0.2029718126
895	0.2029715742
896	0.2029655185
897	0.2029595429
898	0.2029551853
899	0.2029497482
900	0.2029435919
901	0.2029392352
902	0.2029346177
903	0.2029340138
904	0.2029273594
905	0.2029227847
906	0.2029183747
907	0.2029140426
908	0.2029098664
909	0.2029044135
910	0.2028993161
911	0.202893789
912	0.2028879432
913	0.202883756
914	0.2028770227
915	0.202873207
916	0.2028681262
917	0.2028640958
918	0.2028602385
919	0.2028554611
920	0.2028520126
921	0.2028450203
922	0.2028406279
923	0.2028371322
924	0.2028293274
925	0.2028258365
926	0.2028218669
927	0.2028148356
928	0.2028076661
929	0.2028066448
930	0.202800839
931	0.2027911714
932	0.202788058
933	0.2027841165
934	0.2027802699
935	0.2027772721
936	0.2027711617
937	0.2027656652
938	0.2027587941
939	0.2027527031
940	0.2027467177
941	0.2027413642
942	0.2027341531
943	0.2027297542
944	0.2027269011
945	0.202723032
946	0.2027186368
947	0.202713892
948	0.2027136267
949	0.2027073751
950	0.2027026593
951	0.2026968549
952	0.2026930952
953	0.2026892611
954	0.2026878198
955	0.2026833717
956	0.2026749867
957	0.202670259
958	0.2026651529
959	0.2026590629
960	0.202652366
961	0.202644483
962	0.2026442212
963	0.2026426287
964	0.2026371428
965	0.2026323547
966	0.2026261439
967	0.2026221212
968	0.2026173954
969	0.202610714
970	0.2026066978
971	0.202602911
972	0.2025986604
973	0.2025958934
974	0.2025917674
975	0.2025830271
976	0.2025766713
977	0.2025735851
978	0.2025706397
979	0.2025663996
980	0.2025591404
981	0.2025537424
982	0.2025495225
983	0.2025453597
984	0.2025395411
985	0.2025324422
986	0.2025273951
987	0.2025231558
988	0.2025178383
989	0.202514554
990	0.2025071863
991	0.202506779
992	0.2025053967
993	0.2025026691
994	0.2024976257
995	0.2024971848
996	0.2024935649
997	0.2024909513
998	0.2024882412
999	0.2024836034
1000	0.2024762415
1001	0.2024733436
1002	0.2024684637
1003	0.202461887
1004	0.2024558189
1005	0.202451976
1006	0.2024474909
1007	0.2024457236
1008	0.2024412465
1009	0.2024366563
1010	0.2024304918
1011	0.2024272375
1012	0.2024237755
1013	0.2024178379
1014	0.2024145806
1015	0.2024108688
1016	0.2024083001
1017	0.2024013815
1018	0.2023968106
1019	0.2023915834
1020	0.202386385
1021	0.2023825916
1022	0.2023766594
1023	0.2023707359
1024	0.2023659585
1025	0.2023606026
1026	0.2023581352
1027	0.2023523924
1028	0.202345952
1029	0.2023411745
1030	0.2023365086
1031	0.2023329347
1032	0.2023293228
1033	0.2023248676
1034	0.2023226041
1035	0.2023194021
1036	0.2023184226
1037	0.2023116331
1038	0.2023082942
1039	0.2023050235
1040	0.2022991569
1041	0.2022951721
1042	0.2022881625
1043	0.202283394
1044	0.2022797912
1045	0.2022747578
1046	0.2022695615
1047	0.2022666006
1048	0.2022608968
1049	0.2022556287
1050	0.2022499866
1051	0.2022453274
1052	0.2022393853
1053	0.2022316288
1054	0.2022274263
1055	0.2022214316
1056	0.2022129409
1057	0.2022074097
1058	0.2022031945
1059	0.2021968325
1060	0.2021903846
1061	0.2021865302
1062	0.2021840973
1063	0.2021781724
1064	0.202174597
1065	0.2021713632
1066	0.2021686373
1067	0.2021633791
1068	0.2021593017
1069	0.202151936
1070	0.2021468275
1071	0.2021419288
1072	0.2021350409
1073	0.2021291337
1074	0.2021269149
1075	0.2021225547
1076	0.2021201797
1077	0.2021146183
1078	0.2021102608
1079	0.202105543
1080	0.2021014442
1081	0.2020985605
1082	0.2020953854
1083	0.2020906259
1084	0.2020861053
1085	0.2020812663
1086	0.2020763119
1087	0.202069179
1088	0.2020658016
1089	0.2020600306
1090	0.20205595
1091	0.2020509656
1092	0.2020457721
1093	0.2020421633
1094	0.202038646
1095	0.2020349024
1096	0.2020273307
1097	0.2020209952
1098	0.2020157287
1099	0.2020147906
1100	0.202011443
1101	0.2020050978
1102	0.2020012748
1103	0.2019974118
1104	0.2019916893
1105	0.2019866688
1106	0.2019819991
1107	0.2019756976
1108	0.2019712075
1109	0.2019658251
1110	0.2019622113
1111	0.201957711
1112	0.2019518959
1113	0.2019474019
1114	0.201942884
1115	0.2019385464
1116	0.2019329856
1117	0.201928538
1118	0.2019273995
1119	0.2019238516
1120	0.2019184872
1121	0.2019132331
1122	0.2019091821
1123	0.2019015269
1124	0.2018960743
1125	0.2018893746
1126	0.2018834332
1127	0.2018804734
1128	0.2018746773
1129	0.2018736206
1130	0.2018695443
1131	0.2018679438
1132	0.201867597
1133	0.2018635314
1134	0.2018587198
1135	0.2018565099
1136	0.2018516768
1137	0.2018458241
1138	0.2018405826
1139	0.2018348519
1140	0.2018299188
1141	0.2018253075
1142	0.2018197614
1143	0.2018186447
1144	0.2018150516
1145	0.201810583
1146	0.201804401
1147	0.2017986648
1148	0.2017926582
1149	0.201785102
1150	0.2017790876
1151	0.2017751129
1152	0.2017711862
1153	0.2017675267
1154	0.2017647576
1155	0.2017591266
1156	0.2017534493
1157	0.2017529506
1158	0.2017496669
1159	0.2017450832
1160	0.201743459
1161	0.2017380683
1162	0.2017334872
1163	0.2017293289
1164	0.2017239243
1165	0.2017186146
1166	0.2017148689
1167	0.201711139
1168	0.2017058658
1169	0.2017029953
1170	0.2016968186
1171	0.2016911133
1172	0.2016847943
1173	0.2016799963
1174	0.2016757912
1175	0.2016713848
1176	0.2016667441
1177	0.2016664003
1178	0.2016643841
1179	0.2016593641
1180	0.2016582164
1181	0.2016525305
1182	0.2016462801
1183	0.201642646
1184	0.2016398572
1185	0.2016359563
1186	0.2016324023
1187	0.201626319
1188	0.201622599
1189	0.2016190887
1190	0.2016141644
1191	0.2016099434
1192	0.2016058759
1193	0.2016013175
1194	0.2015981696
1195	0.2015938289
1196	0.2015917919
1197	0.201588104
1198	0.2015838615
1199	0.2015814446
1200	0.2015769925
1201	0.2015740291
1202	0.2015699834
1203	0.2015672355
1204	0.2015659951
1205	0.2015628629
1206	0.2015590239
1207	0.2015567327
1208	0.2015513526
1209	0.2015475321
1210	0.2015448232
1211	0.2015409073
1212	0.2015359655
1213	0.2015322528
1214	0.2015269902
1215	0.2015215022
1216	0.2015162642
1217	0.2015087746
1218	0.2015048544
1219	0.2014989746
1220	0.2014924224
1221	0.2014897261
1222	0.2014850744
1223	0.2014801821
1224	0.20147693
1225	0.2014724508
1226	0.2014665467
1227	0.2014625885
1228	0.201459339
1229	0.2014542866
1230	0.2014512976
1231	0.2014464958
1232	0.2014436121
1233	0.2014390136
1234	0.2014342988
1235	0.2014320944
1236	0.2014257432
1237	0.2014207036
1238	0.2014152817
1239	0.2014087842
1240	0.2014042685
1241	0.2013988893
1242	0.2013937841
1243	0.2013892766
1244	0.2013831078
1245	0.2013765519
1246	0.2013720442
1247	0.2013680693
1248	0.2013646218
1249	0.2013612613
1250	0.2013574961
1251	0.2013526151
1252	0.2013514013
1253	0.2013460598
1254	0.2013433242
1255	0.2013411456
1256	0.2013392796
1257	0.2013358525
